"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"1-4 years"	"1-4"	"#Whooping cough (A37)"	"GR113-007"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Whooping cough (A37)"	"GR113-007"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Meningococcal infection (A39)"	"GR113-009"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Meningococcal infection (A39)"	"GR113-009"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Meningococcal infection (A39)"	"GR113-009"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Meningococcal infection (A39)"	"GR113-009"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	54	15962067	3.383020507
	"1-4 years"	"1-4"	"#Septicemia (A40-A41)"	"GR113-010"	"2019"	"2019"	53	15793631	3.355783100
	"1-4 years"	"1-4"	"#Septicemia (A40-A41)"	"GR113-010"	"2020"	"2020"	43	15566282	2.762380895
	"1-4 years"	"1-4"	"#Septicemia (A40-A41)"	"GR113-010"	"2021 (provisional)"	"2021"	34	15566282	2.184208149
	"1-4 years"	"1-4"	"#Syphilis (A50-A53)"	"GR113-011"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Syphilis (A50-A53)"	"GR113-011"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Syphilis (A50-A53)"	"GR113-011"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Syphilis (A50-A53)"	"GR113-011"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Acute poliomyelitis (A80)"	"GR113-012"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Acute poliomyelitis (A80)"	"GR113-012"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Acute poliomyelitis (A80)"	"GR113-012"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Acute poliomyelitis (A80)"	"GR113-012"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Measles (B05)"	"GR113-014"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Measles (B05)"	"GR113-014"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Measles (B05)"	"GR113-014"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Measles (B05)"	"GR113-014"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Malaria (B50-B54)"	"GR113-017"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Malaria (B50-B54)"	"GR113-017"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Malaria (B50-B54)"	"GR113-017"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Malaria (B50-B54)"	"GR113-017"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2018"	"2018"	99	15962067	6.202204263
	"1-4 years"	"1-4"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2019"	"2019"	138	15793631	8.737699393
	"1-4 years"	"1-4"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2020"	"2020"	100	15566282	6.424141616
	"1-4 years"	"1-4"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2021 (provisional)"	"2021"	168	15566282	10.792557915
	"1-4 years"	"1-4"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2018"	"2018"	326	15962067	20.423420100
	"1-4 years"	"1-4"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2019"	"2019"	285	15793631	18.045248746
	"1-4 years"	"1-4"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2020"	"2020"	307	15566282	19.722114761
	"1-4 years"	"1-4"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2021 (provisional)"	"2021"	282	15566282	18.116079357
	"1-4 years"	"1-4"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2018"	"2018"	12	15962067	Unreliable
	"1-4 years"	"1-4"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2019"	"2019"	15	15793631	Unreliable
	"1-4 years"	"1-4"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2020"	"2020"	15	15566282	Unreliable
	"1-4 years"	"1-4"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2021 (provisional)"	"2021"	15	15566282	Unreliable
	"1-4 years"	"1-4"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant melanoma of skin (C43)"	"GR113-028"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of breast (C50)"	"GR113-029"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2018"	"2018"	12	15962067	Unreliable
	"1-4 years"	"1-4"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2019"	"2019"	12	15793631	Unreliable
	"1-4 years"	"1-4"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2020"	"2020"	15	15566282	Unreliable
	"1-4 years"	"1-4"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	"2021 (provisional)"	"2021"	14	15566282	Unreliable
	"1-4 years"	"1-4"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2018"	"2018"	69	15962067	4.322748426
	"1-4 years"	"1-4"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2019"	"2019"	70	15793631	4.432166359
	"1-4 years"	"1-4"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2020"	"2020"	73	15566282	4.689623380
	"1-4 years"	"1-4"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	"2021 (provisional)"	"2021"	71	15566282	4.561140547
	"1-4 years"	"1-4"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2018"	"2018"	112	15962067	7.016635126
	"1-4 years"	"1-4"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2019"	"2019"	96	15793631	6.078399578
	"1-4 years"	"1-4"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2020"	"2020"	88	15566282	5.653244622
	"1-4 years"	"1-4"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	"2021 (provisional)"	"2021"	77	15566282	4.946589044
	"1-4 years"	"1-4"	"Hodgkin disease (C81)"	"GR113-038"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Hodgkin disease (C81)"	"GR113-038"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Hodgkin disease (C81)"	"GR113-038"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Hodgkin disease (C81)"	"GR113-038"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Leukemia (C91-C95)"	"GR113-040"	"2018"	"2018"	106	15962067	6.640743959
	"1-4 years"	"1-4"	"Leukemia (C91-C95)"	"GR113-040"	"2019"	"2019"	90	15793631	5.698499604
	"1-4 years"	"1-4"	"Leukemia (C91-C95)"	"GR113-040"	"2020"	"2020"	85	15566282	5.460520373
	"1-4 years"	"1-4"	"Leukemia (C91-C95)"	"GR113-040"	"2021 (provisional)"	"2021"	70	15566282	4.496899131
	"1-4 years"	"1-4"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"2018"	"2018"	116	15962067	7.267229238
	"1-4 years"	"1-4"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"2019"	"2019"	85	15793631	5.381916293
	"1-4 years"	"1-4"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"2020"	"2020"	114	15566282	7.323521442
	"1-4 years"	"1-4"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	"2021 (provisional)"	"2021"	103	15566282	6.616865864
	"1-4 years"	"1-4"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"2018"	"2018"	39	15962067	2.443292589
	"1-4 years"	"1-4"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"2019"	"2019"	49	15793631	3.102516451
	"1-4 years"	"1-4"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"2020"	"2020"	35	15566282	2.248449566
	"1-4 years"	"1-4"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	"2021 (provisional)"	"2021"	37	15566282	2.376932398
	"1-4 years"	"1-4"	"#Anemias (D50-D64)"	"GR113-045"	"2018"	"2018"	17	15962067	Unreliable
	"1-4 years"	"1-4"	"#Anemias (D50-D64)"	"GR113-045"	"2019"	"2019"	24	15793631	1.519599894
	"1-4 years"	"1-4"	"#Anemias (D50-D64)"	"GR113-045"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Anemias (D50-D64)"	"GR113-045"	"2021 (provisional)"	"2021"	10	15566282	Unreliable
	"1-4 years"	"1-4"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malnutrition (E40-E46)"	"GR113-048"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Malnutrition (E40-E46)"	"GR113-048"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Malnutrition (E40-E46)"	"GR113-048"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Malnutrition (E40-E46)"	"GR113-048"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Meningitis (G00,G03)"	"GR113-050"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Meningitis (G00,G03)"	"GR113-050"	"2019"	"2019"	10	15793631	Unreliable
	"1-4 years"	"1-4"	"#Meningitis (G00,G03)"	"GR113-050"	"2020"	"2020"	10	15566282	Unreliable
	"1-4 years"	"1-4"	"#Meningitis (G00,G03)"	"GR113-050"	"2021 (provisional)"	"2021"	13	15566282	Unreliable
	"1-4 years"	"1-4"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Parkinson disease (G20-G21)"	"GR113-051"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Alzheimer disease (G30)"	"GR113-052"	"2018"	"2018"	Suppressed	15962067	Suppressed
	"1-4 years"	"1-4"	"#Alzheimer disease (G30)"	"GR113-052"	"2019"	"2019"	Suppressed	15793631	Suppressed
	"1-4 years"	"1-4"	"#Alzheimer disease (G30)"	"GR113-052"	"2020"	"2020"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"#Alzheimer disease (G30)"	"GR113-052"	"2021 (provisional)"	"2021"	Suppressed	15566282	Suppressed
	"1-4 years"	"1-4"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"2018"	"2018"	161	15962067	10.086412994
