"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2018"	"2018"	4016	1901862	2111.614827995
	"< 1 year"	"1"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2019"	"2019"	3775	1881774	2006.085746748
	"< 1 year"	"1"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2020"	"2020"	3581	1806934	1981.810071646
	"< 1 year"	"1"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"2021 (provisional)"	"2021"	3489	1806934	1930.895096335
	"< 1 year"	"1"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2018"	"2018"	2139	1901862	1124.687280150
	"< 1 year"	"1"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2019"	"2019"	2015	1881774	1070.798087337
	"< 1 year"	"1"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2020"	"2020"	1932	1806934	1069.214481547
	"< 1 year"	"1"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"2021 (provisional)"	"2021"	1884	1806934	1042.650146602
	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2018"	"2018"	1105	1901862	581.009558002
	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2019"	"2019"	938	1881774	498.465809390
	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2020"	"2020"	931	1806934	515.237413209
	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	"2021 (provisional)"	"2021"	1017	1806934	562.831846653
	"< 1 year"	"1"	"All other diseases (Residual) "	"GR113-111"	"2018"	"2018"	259	1901862	136.182330790
	"< 1 year"	"1"	"All other diseases (Residual) "	"GR113-111"	"2019"	"2019"	276	1881774	146.670110226
	"< 1 year"	"1"	"All other diseases (Residual) "	"GR113-111"	"2020"	"2020"	255	1806934	141.123029397
	"< 1 year"	"1"	"All other diseases (Residual) "	"GR113-111"	"2021 (provisional)"	"2021"	253	1806934	140.016182107
	"< 1 year"	"1"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2018"	"2018"	526	1901862	276.571065619
	"< 1 year"	"1"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2019"	"2019"	589	1881774	313.002517837
	"< 1 year"	"1"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2020"	"2020"	519	1806934	287.226871596
	"< 1 year"	"1"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	"2021 (provisional)"	"2021"	553	1806934	306.043275515
	"< 1 year"	"1"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2018"	"2018"	36	1901862	18.928818179
	"< 1 year"	"1"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2019"	"2019"	32	1881774	17.005230171
	"< 1 year"	"1"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2020"	"2020"	23	1806934	12.728743828
	"< 1 year"	"1"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	"2021 (provisional)"	"2021"	35	1806934	19.369827564
	"< 1 year"	"1"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2018"	"2018"	35	1901862	18.403017674
	"< 1 year"	"1"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2019"	"2019"	32	1881774	17.005230171
	"< 1 year"	"1"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2020"	"2020"	20	1806934	11.068472894
	"< 1 year"	"1"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	"2021 (provisional)"	"2021"	34	1806934	18.816403920
	"< 1 year"	"1"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2018"	"2018"	490	1901862	257.642247440
	"< 1 year"	"1"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2019"	"2019"	557	1881774	295.997287666
	"< 1 year"	"1"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2020"	"2020"	496	1806934	274.498127768
	"< 1 year"	"1"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	"2021 (provisional)"	"2021"	518	1806934	286.673447951
	"< 1 year"	"1"	"Falls (W00-W19)"	"GR113-118"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Falls (W00-W19)"	"GR113-118"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Falls (W00-W19)"	"GR113-118"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Falls (W00-W19)"	"GR113-118"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2018"	"2018"	12	1901862	Unreliable
	"< 1 year"	"1"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2019"	"2019"	14	1881774	Unreliable
	"< 1 year"	"1"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2020"	"2020"	18	1806934	Unreliable
	"< 1 year"	"1"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	"2021 (provisional)"	"2021"	20	1806934	11.068472894
	"< 1 year"	"1"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2018"	"2018"	10	1901862	Unreliable
	"< 1 year"	"1"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2020"	"2020"	10	1806934	Unreliable
	"< 1 year"	"1"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	"2021 (provisional)"	"2021"	12	1806934	Unreliable
	"< 1 year"	"1"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2018"	"2018"	462	1901862	242.919833300
	"< 1 year"	"1"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2019"	"2019"	528	1881774	280.586297823
	"< 1 year"	"1"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2020"	"2020"	462	1806934	255.681723848
	"< 1 year"	"1"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	"2021 (provisional)"	"2021"	476	1806934	263.429654874
	"< 1 year"	"1"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2018"	"2018"	117	1901862	61.518659083
	"< 1 year"	"1"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2019"	"2019"	96	1881774	51.015690513
	"< 1 year"	"1"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2020"	"2020"	92	1806934	50.914975312
	"< 1 year"	"1"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	"2021 (provisional)"	"2021"	105	1806934	58.109482693
	"< 1 year"	"1"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2018"	"2018"	115	1901862	60.467058073
	"< 1 year"	"1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2019"	"2019"	94	1881774	49.952863628
	"< 1 year"	"1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2020"	"2020"	87	1806934	48.147857088
	"< 1 year"	"1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2021 (provisional)"	"2021"	101	1806934	55.895788114
	"< 1 year"	"1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2018"	"2018"	55	1901862	28.919027774
	"< 1 year"	"1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2019"	"2019"	60	1881774	31.884806571
	"< 1 year"	"1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2020"	"2020"	58	1806934	32.098571392
	"< 1 year"	"1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2021 (provisional)"	"2021"	47	1806934	26.010911301
	"< 1 year"	"1"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	54	1901862	28.393227269
	"< 1 year"	"1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	60	1881774	31.884806571
	"< 1 year"	"1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2020"	"2020"	58	1806934	32.098571392
	"< 1 year"	"1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2021 (provisional)"	"2021"	47	1806934	26.010911301
	"< 1 year"	"1"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2018"	"2018"	Suppressed	1901862	Suppressed
	"< 1 year"	"1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2019"	"2019"	Suppressed	1881774	Suppressed
	"< 1 year"	"1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2021 (provisional)"	"2021"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#COVID-19 (U07.1)"	"GR113-137"	"2018"	"2018"	Suppressed	Suppressed	Unreliable
	"< 1 year"	"1"	"#COVID-19 (U07.1)"	"GR113-137"	"2019"	"2019"	Suppressed	Suppressed	Unreliable
	"< 1 year"	"1"	"#COVID-19 (U07.1)"	"GR113-137"	"2020"	"2020"	Suppressed	1806934	Suppressed
	"< 1 year"	"1"	"#COVID-19 (U07.1)"	"GR113-137"	"2021 (provisional)"	"2021"	35	1806934	19.369827564
	"< 1 year"	"1"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	"2018"	"2018"	Suppressed	Suppressed	Unreliable
	"< 1 year"	"1"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	"2019"	"2019"	Suppressed	Suppressed	Unreliable
	"< 1 year"	"1"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	"2020"	"2020"	Suppressed	Suppressed	Unreliable
	"< 1 year"	"1"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	"2021 (provisional)"	"2021"	Suppressed	Suppressed	Unreliable
	"1-4 years"	"1-4"	"#Salmonella infections (A01-A02)"	"GR113-001"	"2018"	"2018"	Suppressed	7864666	Suppressed
	"1-4 years"	"1-4"	"#Salmonella infections (A01-A02)"	"GR113-001"	"2019"	"2019"	Suppressed	7815471	Suppressed
	"1-4 years"	"1-4"	"#Salmonella infections (A01-A02)"	"GR113-001"	"2020"	"2020"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Salmonella infections (A01-A02)"	"GR113-001"	"2021 (provisional)"	"2021"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	"2018"	"2018"	Suppressed	7864666	Suppressed
	"1-4 years"	"1-4"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	"2019"	"2019"	Suppressed	7815471	Suppressed
	"1-4 years"	"1-4"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	"2020"	"2020"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	"2021 (provisional)"	"2021"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2018"	"2018"	Suppressed	7864666	Suppressed
	"1-4 years"	"1-4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2019"	"2019"	Suppressed	7815471	Suppressed
	"1-4 years"	"1-4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2020"	"2020"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2021 (provisional)"	"2021"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2018"	"2018"	Suppressed	7864666	Suppressed
	"1-4 years"	"1-4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2019"	"2019"	Suppressed	7815471	Suppressed
	"1-4 years"	"1-4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2020"	"2020"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2021 (provisional)"	"2021"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2018"	"2018"	Suppressed	7864666	Suppressed
	"1-4 years"	"1-4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2019"	"2019"	Suppressed	7815471	Suppressed
	"1-4 years"	"1-4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2020"	"2020"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2021 (provisional)"	"2021"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"Other tuberculosis (A17-A19)"	"GR113-006"	"2018"	"2018"	Suppressed	7864666	Suppressed
	"1-4 years"	"1-4"	"Other tuberculosis (A17-A19)"	"GR113-006"	"2019"	"2019"	Suppressed	7815471	Suppressed
	"1-4 years"	"1-4"	"Other tuberculosis (A17-A19)"	"GR113-006"	"2020"	"2020"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"Other tuberculosis (A17-A19)"	"GR113-006"	"2021 (provisional)"	"2021"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Whooping cough (A37)"	"GR113-007"	"2018"	"2018"	Suppressed	7864666	Suppressed
	"1-4 years"	"1-4"	"#Whooping cough (A37)"	"GR113-007"	"2019"	"2019"	Suppressed	7815471	Suppressed
	"1-4 years"	"1-4"	"#Whooping cough (A37)"	"GR113-007"	"2020"	"2020"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Whooping cough (A37)"	"GR113-007"	"2021 (provisional)"	"2021"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2018"	"2018"	Suppressed	7864666	Suppressed
	"1-4 years"	"1-4"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2019"	"2019"	Suppressed	7815471	Suppressed
	"1-4 years"	"1-4"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2020"	"2020"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	"2021 (provisional)"	"2021"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Meningococcal infection (A39)"	"GR113-009"	"2018"	"2018"	Suppressed	7864666	Suppressed
	"1-4 years"	"1-4"	"#Meningococcal infection (A39)"	"GR113-009"	"2019"	"2019"	Suppressed	7815471	Suppressed
	"1-4 years"	"1-4"	"#Meningococcal infection (A39)"	"GR113-009"	"2020"	"2020"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Meningococcal infection (A39)"	"GR113-009"	"2021 (provisional)"	"2021"	Suppressed	7540986	Suppressed
	"1-4 years"	"1-4"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	29	7864666	3.687378460
	"1-4 years"	"1-4"	"#Septicemia (A40-A41)"	"GR113-010"	"2019"	"2019"	27	7815471	3.454686224
	"1-4 years"	"1-4"	"#Septicemia (A40-A41)"	"GR113-010"	"2020"	"2020"	17	7540986	Unreliable
	"1-4 years"	"1-4"	"#Septicemia (A40-A41)"	"GR113-010"	"2021 (provisional)"	"2021"	16	7540986	Unreliable
